source_hint,source_root,original_filename,relative_path,size_bytes,sha256,width,height,product_name,brand,variant,size,category,skin,confidence,target_filename,action,notes,created_at,updated_at
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_03 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_03 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_03 p.m. (9).png",2447310,d643ddad552db95ce5b9db86512f9a843b1658d669573083d4362fa191a034e2,1254,1254,Garbanzos secos,,,500g,legumbres,dark,0.98,garbanzos-secos-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_06 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_06 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_06 p.m. (1).png",1972301,64129a7824cd2bf58bf52031104c33ad1ee337e8218837b4d56fe197ee679685,1254,1254,Habas secas,,,500g,legumbres,light,0.98,habas-secas-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_06 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_06 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_06 p.m. (2).png",2002844,6d60a41eaa36890dee40a56c294cb2b2011ef5b1f002638051bac56bb63d71a5,1254,1254,Alubias blancas,,,1kg,legumbres,light,0.98,alubias-blancas-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_07 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_07 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_07 p.m. (3).png",1917899,0d9b63e1d919287c511df46eaf31989c8bb7b5a4af557bfbcab6ab64c7370394,1254,1254,Maíz palomero,,,500g,granos_semillas,light,0.98,maiz-palomero-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_07 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_07 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_07 p.m. (4).png",1938417,d274de351ae5674b8610e0c043a8830c3fd98cbcd6dbceaf4a2443e7a2e66fbd,1254,1254,Harina integral,,,1kg,harinas_reposteria,light,0.98,harina-integral-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_08 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_08 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_08 p.m. (5).png",2071428,8a83f61481a5f71e05c0eeda1b69ed10d658717940cac10fcbb04cb2442648dd,1254,1254,Harina de maíz,,,500g,harinas_reposteria,light,0.98,harina-de-maiz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_08 p.m. (6).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_08 p.m. (6).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_08 p.m. (6).png",2417255,64eafae4ecfd6bc2358ee9563be4029c5fb006d1c2196a4f602edd41f77e48df,1254,1254,Habas secas,,,500g,legumbres,dark,0.98,habas-secas-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_09 p.m. (7).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_09 p.m. (7).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_09 p.m. (7).png",2208738,3efa4dd5dfd391af40715858c92c26b03306a34daf44e00bdf523dd320708209,1254,1254,Alubias blancas,,,570g,legumbres,dark,0.96,alubias-blancas-570g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro; tamaño visible distinto al par claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_09 p.m. (8).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_09 p.m. (8).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_09 p.m. (8).png",2235428,8d1cb0c186ecdb023f155a0b7ed6758bfb282ea01d2f08fd4d70bef93ca11d57,1254,1254,Maíz palomero,,,500g,granos_semillas,dark,0.98,maiz-palomero-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_11 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_11 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_11 p.m. (1).png",2042720,ebcab4777c5a8ca2017523d3f68a430770db355513c8ab64cbcd5bbdc6af69b9,1254,1254,Harina para hot cakes,,,500g,harinas_reposteria,light,0.98,harina-para-hot-cakes-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_11 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_11 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_11 p.m. (2).png",2029316,8abfa713b435cc643cfb469a9e4bac84766aa2af8941d6e400611afbaf09a0fa,1254,1254,Harina de arroz,,,500g,harinas_reposteria,light,0.98,harina-de-arroz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_12 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_12 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_12 p.m. (3).png",2153163,489ac1d4e573e8be6315699cff5567ed68d238550d98a5321f4f34d01cadb10e,1254,1254,Harina de avena,,,1kg,harinas_reposteria,light,0.98,harina-de-avena-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_12 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_12 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_12 p.m. (9).png",2220326,bd5131dbf63144a9e4c70463a111bfa82f5002ff6a51ecd14902d4bc049a7041,1254,1254,Harina integral,,,1kg,harinas_reposteria,dark,0.98,harina-integral-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_13 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (10).png",2210188,0dbfa013134dc04187bfd0e9cb9ba53a3329738f78c23c11156db17c87e6770f,1254,1254,Harina de maíz,,,500g,harinas_reposteria,dark,0.98,harina-de-maiz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_13 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (4).png",2048222,054a6183e994a9be7b639ac75d66ab6ad67ef6d46622af15380ddfce77041689,1254,1254,Masa instantánea para tortillas,,,1kg,harinas_reposteria,light,0.98,masa-instantanea-para-tortillas-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_13 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_13 p.m. (5).png",1987194,b73b7f1b3f5a3b95c31d07b4e7d60dc568059fd8cdfd78a4f317e30b6021339b,1254,1254,Fécula de maíz,,,500g,harinas_reposteria,light,0.98,fecula-de-maiz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (6).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_14 p.m. (6).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (6).png",2051245,f7693732196b4fe73c1fa5ac4ac30aa53db761d53cccb0eac646c45737939541,1254,1254,Harina para hot cakes,,,500g,harinas_reposteria,dark,0.98,harina-para-hot-cakes-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (7).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_14 p.m. (7).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (7).png",2082814,a922a1d5d38a26fd85c156e2e323fee53d5d5708164137f7a0f8e54f862ce776,1254,1254,Harina de arroz,,,500g,harinas_reposteria,dark,0.98,harina-de-arroz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (8).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_14 p.m. (8).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_14 p.m. (8).png",2116013,58e85b6c96c13150e1a2346fefd666533c98c8d3b11f16d99465982237965ca9,1254,1254,Harina de avena,,,1kg,harinas_reposteria,dark,0.98,harina-de-avena-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_15 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_15 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_15 p.m. (10).png",2120205,e38d9a6ddf62e8c950be7469cfa372c2490353acef726b215e6e2e87b15e5985,1254,1254,Fécula de maíz,,,500g,harinas_reposteria,dark,0.98,fecula-de-maiz-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_15 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_15 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_15 p.m. (9).png",2212900,ff4068e9837a3fde6a7b8b640d4ab10e280dae33d0c6dae4af627fa4c7124220,1254,1254,Masa instantánea para tortillas,,,1kg,harinas_reposteria,dark,0.98,masa-instantanea-para-tortillas-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_17 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_17 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_17 p.m. (1).png",2017328,ee187cc75d3f21c4bba8b390eaa09efe9ffadf45a0bf0f8936aa1994dbc3edc9,1254,1254,Polvo para hornear,,,200g,harinas_reposteria,light,0.98,polvo-para-hornear-200g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_18 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (2).png",2083203,e55cd18ed18dc9cacdd47aeb690acbd8367f00dab3c275adba8e28be3e50f0da,1254,1254,Levadura seca,,,125g,harinas_reposteria,light,0.98,levadura-seca-125g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_18 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (3).png",1974540,7115d2a8af90ca4655dab876e60903a8938c3fedea69f678a86cfd9a3566dc6f,1254,1254,Bicarbonato de sodio,,,500g,harinas_reposteria,light,0.98,bicarbonato-de-sodio-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_18 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_18 p.m. (4).png",2012103,e14efb5ae084e5fef60ea2ce8577c76953c721a2f559c1e478c245cfac344e24,1254,1254,Azúcar blanca,,,1kg,endulzantes,light,0.98,azucar-blanca-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_20 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_20 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_20 p.m. (5).png",2283953,fe33a1453b635771247d1ff729c93b47642044787c2ef2b7dc72139a8496a62d,1254,1254,Azúcar morena,,,1kg,endulzantes,light,0.98,azucar-morena-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_20 p.m. (6).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_20 p.m. (6).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_20 p.m. (6).png",2108421,39240e335ef4e287cdb089375b685ea1f9b823e0c122472df4871ccdfa1596db,1254,1254,Polvo para hornear,,,200g,harinas_reposteria,dark,0.98,polvo-para-hornear-200g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_21 p.m. (7).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_21 p.m. (7).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_21 p.m. (7).png",2277723,5776e8dad9c097c4d5dbbb2f37571b6215c5019d693eb4929ac034c71a8ac98f,1254,1254,Levadura seca,,,110g,harinas_reposteria,dark,0.96,levadura-seca-110g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro; tamaño visible distinto al par claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_22 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_22 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_22 p.m. (1).png",1942858,becbd918c818ea0f1a1dfbc2fd11f703661495c4c3658fb49e37e585b1ed9495,1254,1254,Azúcar glas,,,500g,endulzantes,light,0.98,azucar-glas-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_23 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (2).png",2113188,4dec4f42da05a56a0da0cd10047408c443397cc46ae4594c33288fb918753b97,1254,1254,Endulzante bajo en calorías,,,200g,endulzantes,light,0.98,endulzante-bajo-en-calorias-200g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_23 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (3).png",2012522,e30ead9df87b122166654c4bb0f812fb815073f7f617d5e66d8c2ba255ba168b,1254,1254,Stevia en sobres,,,103-sobres,endulzantes,light,0.98,stevia-en-sobres-103-sobres.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (8).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_23 p.m. (8).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_23 p.m. (8).png",2396908,f67e7a82df8873bef821b850983dc24aa7712d0be69fc67f8908fdd9faf3a9d1,1254,1254,Bicarbonato de sodio,,,500g,harinas_reposteria,dark,0.98,bicarbonato-de-sodio-500g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_24 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (10).png",2186043,da908366bfb007e803c177623b96b04281ae39cfb53a2ba5c2dea663a2fe5f98,1254,1254,Azúcar morena,,,1kg,endulzantes,dark,0.98,azucar-morena-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_24 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (4).png",1905043,e7e7578a8a9cd1bdebaa1b8405285d21b31a1f9f85ab13dcc2079c03673e6198,1254,1254,Jarabe de maple,,,330g,jarabes,light,0.96,jarabe-de-maple-330g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_24 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (5).png",1800117,188b3f5db54f071e53ae9d4da682621ae08f2f87ec31f7f4308e8eefc7731a4e,1254,1254,Jarabe de agave,,,105g,jarabes,light,0.95,jarabe-de-agave-105g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_24 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_24 p.m. (9).png",2130979,180349e7bc0ae813909d85d6b964e0d2cb737d830f7fc5c3e417a2b0abdd0599,1254,1254,Azúcar blanca,,,1kg,endulzantes,dark,0.98,azucar-blanca-1kg.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_25 p.m. (6).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_25 p.m. (6).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_25 p.m. (6).png",2264122,645d41c1b5d96334d749c859d7490e6bf18480f2789d1e0f894bbf1795888411,1254,1254,Azúcar glas,,,400g,endulzantes,dark,0.96,azucar-glas-400g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro; tamaño visible distinto al par claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_25 p.m. (7).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_25 p.m. (7).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_25 p.m. (7).png",2212776,dd50ec585f5f6d66d28c7923c726ffda5d6cd74dd3e568412841886b1d3f8dae,1254,1254,Endulzante bajo en calorías,,,200g,endulzantes,dark,0.98,endulzante-bajo-en-calorias-200g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_26 p.m. (8).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_26 p.m. (8).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_26 p.m. (8).png",2153364,14a8d232255852d6da826814e190bf4957816e4864b1568a4389c66f7a330dd5,1254,1254,Stevia en sobres,,,103-sobres,endulzantes,dark,0.98,stevia-en-sobres-103-sobres.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_26 p.m. (9).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_26 p.m. (9).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_26 p.m. (9).png",2341001,bb397ab9df37ff512073a0cca67f07e799917c2f205fa2a783a87ae5accbee04,1254,1254,Jarabe de maple,,,250ml,jarabes,dark,0.96,jarabe-de-maple-250ml.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro; unidad visible distinta al par claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_27 p.m. (10).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_27 p.m. (10).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_27 p.m. (10).png",1967302,2afa1346ab49059150de54443dd0592bcfdce80e6114a85bfbd8a313db180d4b,1254,1254,Jarabe de agave,,,105g,jarabes,dark,0.95,jarabe-de-agave-105g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (1).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_28 p.m. (1).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (1).png",1739539,4bcb1322a63e141bcfdd7766d7ea79ef393c21e0e71eb1d4f8b1eb066f934e88,1254,1254,Sirope de chocolate,,,350g,jarabes,light,0.98,sirope-de-chocolate-350g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (2).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_28 p.m. (2).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (2).png",1731162,0c4245b2cdda3360f9fccb8df65956bf1174f14155ff473bffbe60b3d88b0267,1254,1254,Sirope de fresa,,,750ml,jarabes,light,0.98,sirope-de-fresa-750ml.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (3).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_28 p.m. (3).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (3).png",1786895,40656d7a7e8c0b5218ee9df2ba1b0147dc164f5c65260372f11f476594548d80,1254,1254,Sirope de caramelo,,,650g,jarabes,light,0.97,sirope-de-caramelo-650g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (4).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_28 p.m. (4).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (4).png",1959738,5bf9c0be481534a60603aedc06c7e5138e13f63137ecc16193bc0edc7fe31837,1254,1254,Chocolate caliente en polvo,,,350g,chocolates,light,0.98,chocolate-caliente-en-polvo-350g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (5).png",F:\Imagenes packshot 2,"ChatGPT Image 6 may 2026, 12_17_28 p.m. (5).png","Imagenes packshot 2/ChatGPT Image 6 may 2026, 12_17_28 p.m. (5).png",1871306,029eb8f26e802162bd324de20d7a2e539cd5ec6a70abc48094dfee2bcbaa22d0,1254,1254,Chocolate en barra,,,80g,chocolates,light,0.98,chocolate-en-barra-80g.png,organize,"Revisión visual manual; producto genérico, marca omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
