surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,"/* prevent extra dot if already there visibly */ .signal .dot + *, .pill .dot + *",unknown,conservar,z-index:1,,relative,1,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,"/* important primary CTAs */ button.primary, .opButton.primary, .cta, .heroCta, .actionPrimary, .btn-primary",content-surface,conservar,background activo,"linear-gradient(180deg, rgba(124,213,255,.34), rgba(124,213,255,.18) 100%), rgba(100,165,220,.28) !important",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,".panel,.card,.node,.timelineCard,.opButton,.dockBtn",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,".panel:hover,.card:hover,.node:hover,.timelineCard:hover",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,from,unknown,conservar,opacity:.96,,,,,,.96,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v43.css,to,unknown,conservar,,,,,,,1,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* PRISMA CC V4.4 ACTUAL VISUAL FIX Goal: remove seams/divisions, flatten redundant wrappers, restore text contrast and intentional neon. In-place CSS override only. No dependencies. */ :root",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 1) Background: one continuous field, no grid, no panels, no seams */ html, body",background,conservar,background activo,#172636 !important,,,,,,,100% !important
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""], body[data-frost-tactical], body[data-frost-tactical-v4]",unknown,conservar,,"radial-gradient(980px 620px at 12% 10%, rgba(188,220,255,.20), transparent 58%), radial-gradient(780px 520px at 84% 12%, rgba(98,172,225,.18), transparent 62%), linear-gradient(180deg, rgba(8,16,26,.08), rgba(8,15,24,.22) 42%, rgba(5,10,17,.42)), url('/assets/simon-spring-zmMrlEHsFQY-unsplash.jpg') center center / cover fixed no-repeat !important",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body::before, body::after, html::before, html::after",unknown,conservar,opacity:0 !important,none !important,,,,,0 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* Kill old decorative seams/haze layers */ .prismo-atmosphere, .v40Mesh, .v40Grid, .frostGrid, .frostMesh, .meshLayer, .gridLayer, [data-grid], [data-mesh]",background,conservar,opacity:0 !important,none !important,,,,,0 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 2) Type: blue-gray, visible, with thin elegant gaussian glow */ body[data-theme=""tactical""], body[data-theme=""tactical""] *",fx,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] p, body[data-theme=""tactical""] li, body[data-theme=""tactical""] span, body[data-theme=""tactical""] small, body[data-theme=""tactical""] label, body[data-theme=""tactical""] textarea, body[data-theme=""tactical""] input, body[data-theme=""tactical""] select, body[data-theme=""tactical""] .statusLine, body[data-theme=""tactical""] .muted, body[data-theme=""tactical""] .nodeMeta, body[data-theme=""tactical""] .timelineCard small",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] small, body[data-theme=""tactical""] .muted, body[data-theme=""tactical""] .statusLine, body[data-theme=""tactical""] .nodeMeta, body[data-theme=""tactical""] .prismo-kicker, body[data-theme=""tactical""] .cardTop small",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] h1, body[data-theme=""tactical""] h2, body[data-theme=""tactical""] h3, body[data-theme=""tactical""] h4, body[data-theme=""tactical""] strong, body[data-theme=""tactical""] b, body[data-theme=""tactical""] .topbarTitle, body[data-theme=""tactical""] .heroTitle, body[data-theme=""tactical""] .qualityHeroTitle, body[data-theme=""tactical""] .prismo-title, body[data-theme=""tactical""] .metricValue, body[data-theme=""tactical""] .node b",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 3) Base material: simpler, less leche, more mineral depth */ body[data-theme=""tactical""] .glass, body[data-theme=""tactical""] .panel, body[data-theme=""tactical""] .card, body[data-theme=""tactical""] .timelineCard, body[data-theme=""tactical""] .metric, body[data-theme=""tactical""] .node, body[data-theme=""tactical""] .picker, body[data-theme=""tactical""] .signal, body[data-theme=""tactical""] .dockBtn, body[data-theme=""tactical""] .opButton, body[data-theme=""tactical""] .miniChartWrap, body[data-theme=""ta",navigation,conservar_con_cuidado,glass/backdrop-filter,"linear-gradient(180deg, rgba(255,255,255,.115), rgba(255,255,255,.040) 26%, rgba(255,255,255,.022) 100%), linear-gradient(135deg, rgba(123,220,255,.070), transparent 42%, rgba(185,156,255,.052)), var(--cc44-fill) !important",,,,,,blur(5px) saturate(166%) contrast(1.06) brightness(1.05) !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .glass::before, body[data-theme=""tactical""] .panel::before, body[data-theme=""tactical""] .card::before, body[data-theme=""tactical""] .timelineCard::before, body[data-theme=""tactical""] .metric::before, body[data-theme=""tactical""] .node::before, body[data-theme=""tactical""] .picker::before, body[data-theme=""tactical""] .signal::before, body[data-theme=""tactical""] .dockBtn::before, body[data-theme=""tactical""] .opButton::before, body[data-theme=""tactical""] .miniChartWrap::bef",navigation,conservar_con_cuidado,opacity:.34 !important,"linear-gradient(180deg, rgba(255,255,255,.13), rgba(255,255,255,0) 24%), radial-gradient(360px 110px at 18% 0%, rgba(255,255,255,.11), transparent 70%) !important",,,,,.34 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .glass::after, body[data-theme=""tactical""] .panel::after, body[data-theme=""tactical""] .card::after, body[data-theme=""tactical""] .timelineCard::after, body[data-theme=""tactical""] .metric::after, body[data-theme=""tactical""] .node::after, body[data-theme=""tactical""] .picker::after, body[data-theme=""tactical""] .signal::after, body[data-theme=""tactical""] .dockBtn::after, body[data-theme=""tactical""] .opButton::after, body[data-theme=""tactical""] .miniChartWrap::after",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 4) Flatten the prismo composition: no rectangle-in-rectangle-in-oval */ body[data-theme=""tactical""][data-prisma-interface=""prismo""] .prismoConsoleSurface, body[data-theme=""tactical""] .prismoConsoleSurface, body[data-theme=""tactical""] .prismo-shell",shell,conservar,glass/backdrop-filter,transparent !important,,,,visible !important,,none !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .prismo-grid",unknown,conservar,,transparent !important,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .prismo-status-strip",unknown,conservar,,transparent !important,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .prismo-status-strip > *, body[data-theme=""tactical""] .prismo-mode-row > *, body[data-theme=""tactical""] .prismo-suggestion-row > *, body[data-theme=""tactical""] .prismo-actions-row > *, body[data-theme=""tactical""] .pill, body[data-theme=""tactical""] .chip, body[data-theme=""tactical""] .tag",toolbar,conservar,background activo,"linear-gradient(180deg, rgba(127,226,255,.17), rgba(127,226,255,.065)), rgba(77,100,124,.22) !important",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .prismo-center-stage, body[data-theme=""tactical""] .prismo-panel, body[data-theme=""tactical""] .prismo-response-stream, body[data-theme=""tactical""] .prismo-bottom-card, body[data-theme=""tactical""] .prismo-render-grid > *",card,conservar,glass/backdrop-filter,"linear-gradient(180deg, rgba(255,255,255,.10), rgba(255,255,255,.032) 32%, rgba(255,255,255,.018)), linear-gradient(135deg, rgba(121,234,255,.065), transparent 44%, rgba(185,156,255,.05)), rgba(43,60,78,.28) !important",,,,,,blur(4px) saturate(168%) brightness(1.05) !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* inner boxes become quiet content, not separate heavy cards */ body[data-theme=""tactical""] .prismo-authority-list, body[data-theme=""tactical""] .prismo-evidence-list, body[data-theme=""tactical""] .prismo-empty, body[data-theme=""tactical""] .prismo-response-card, body[data-theme=""tactical""] .prismo-response-meta, body[data-theme=""tactical""] .prismo-file-row, body[data-theme=""tactical""] .prismo-panel-head",viewport,conservar,glass/backdrop-filter,transparent !important,,,,,,none !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .prismo-response-card",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 5) Operation/topology cleanup */ body[data-theme=""tactical""] .topology, body[data-theme=""tactical""] .topologyMap, body[data-theme=""tactical""] .topologyShell, body[data-theme=""tactical""] .opticalRoute",shell,conservar,,transparent !important,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .topologyShell, body[data-theme=""tactical""] .opticalRoute",shell,conservar,glass/backdrop-filter,,,,,,,none !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .node, body[data-theme=""tactical""] .timelineCard",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 6) Stronger but governed neon */ body[data-theme=""tactical""] .dot, body[data-theme=""tactical""] .liveDot, body[data-theme=""tactical""] [class*=""dot""], body[data-theme=""tactical""] [class*=""Dot""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] button, body[data-theme=""tactical""] .button, body[data-theme=""tactical""] .opButton, body[data-theme=""tactical""] .dockBtn, body[data-theme=""tactical""] .prismo-actions-row button, body[data-theme=""tactical""] .prismo-suggestion-row button, body[data-theme=""tactical""] input[type=""file""]::file-selector-button",navigation,conservar_con_cuidado,background activo,"linear-gradient(180deg, rgba(120,208,255,.16), rgba(100,136,168,.16)), rgba(55,76,96,.24) !important",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] button:hover, body[data-theme=""tactical""] .button:hover, body[data-theme=""tactical""] .opButton:hover, body[data-theme=""tactical""] .dockBtn:hover",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] button:focus-visible, body[data-theme=""tactical""] .opButton:focus-visible, body[data-theme=""tactical""] textarea:focus-visible, body[data-theme=""tactical""] input:focus-visible, body[data-theme=""tactical""] select:focus-visible, body[data-theme=""tactical""] a:focus-visible",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .active, body[data-theme=""tactical""] .is-active, body[data-theme=""tactical""] [aria-selected=""true""], body[data-theme=""tactical""] [aria-current=""page""], body[data-theme=""tactical""] [aria-current=""true""]",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 7) Inputs: readable, not washed */ body[data-theme=""tactical""] textarea, body[data-theme=""tactical""] input, body[data-theme=""tactical""] select",scrim,conservar,background activo,"linear-gradient(180deg, rgba(255,255,255,.10), rgba(255,255,255,.034)), rgba(38,55,73,.34) !important",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] textarea::placeholder, body[data-theme=""tactical""] input::placeholder",unknown,conservar,opacity:.90 !important,,,,,,.90 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"/* 8) Reduce double borders from outer frames */ body[data-theme=""tactical""] main > .panel, body[data-theme=""tactical""] main > section.panel, body[data-theme=""tactical""] .qualityHero, body[data-theme=""tactical""] .licenseOpsHero, body[data-theme=""tactical""] .lifecycleHero",shell,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] .panel .panel, body[data-theme=""tactical""] .panel .card, body[data-theme=""tactical""] .card .card, body[data-theme=""tactical""] .panel .metric, body[data-theme=""tactical""] .panel .timelineCard",card,conservar,background activo; glass/backdrop-filter,"rgba(54,76,97,.13) !important",,,,,,none !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_actual_visual_fix.css,"body[data-theme=""tactical""] *, body[data-theme=""tactical""] *::before, body[data-theme=""tactical""] *::after",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* PRISMA CC Frost Tactical V4.4 HOTFIX Objetivo: fondo continuo, menos wrappers visuales, neón vivo, texto gris azulado legible. Sin dependencias externas. In-place override fuerte. */ :root",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Fondo: una sola escena, sin cuadricula ni costuras */ html,body",unknown,conservar,,,,,,,,,100% !important
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,body,unknown,conservar,background activo,#101925 !important,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,body::before,unknown,conservar,opacity:0 !important,none !important,,,,,0 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,body::after,unknown,conservar,z-index:0 !important; opacity:.42 !important,"radial-gradient(460px 220px at 16% 16%, rgba(255,255,255,.11), transparent 68%), radial-gradient(520px 240px at 82% 18%, rgba(136,214,255,.13), transparent 70%), radial-gradient(420px 210px at 54% 84%, rgba(177,140,255,.10), transparent 72%) !important",fixed !important,0 !important,,,.42 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".page,.app,.prismo-shell,.prismo-root,main,.screen,.view",shell,conservar,z-index:1 !important,,relative !important,1 !important,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Tipografia: gris azulado con gauss fino */ body,button,input,textarea,select,p,li,span,small,label,td,th,div",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"h1,h2,h3,h4,h5,h6,b,strong,.title,.heroTitle,.topbarTitle,.brand,.metricValue,.qualitySealValue,.node b,.opTitle",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".muted,small,.subtle,.statusLine,.nodeMeta,.cardTop small,.timelineCard small,.hint,.meta",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Matar divisorios y costuras internas que ensucian */ .prismo-grid,.qualityHeroGrid,.cards,.commandGrid,.qPanelHead,.split,.divider,.rail,.separator",content-surface,conservar,,transparent !important,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".divider,.separator,hr",unknown,conservar,opacity:.35 !important,,,,,,.35 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Menos contenedor dentro de contenedor: flatten wrappers decorativos */ .prismo-shell,.prismo-grid,.prismo-stage,.commandHero,.qualityHero,.qualityHeroGrid,.topologyShell,.aluminumTrack,.trackEvidence",shell,conservar,glass/backdrop-filter,transparent !important,,,,,,none !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Superficies reales: glass limpio, menos sábana lechosa */ .glass,.panel,.card,.qPanel,.commandPanel,.timelineCard,.node,.metric,.picker,.dockBtn,.miniChartWrap,.signal,.prismo-response-card,.response-card,.output-card,.evidence-card,.status-card",navigation,conservar_con_cuidado,glass/backdrop-filter,"linear-gradient(180deg, rgba(255,255,255,.12), rgba(255,255,255,.048) 24%, rgba(255,255,255,.022) 74%, rgba(255,255,255,.052)), radial-gradient(380px 180px at 12% -8%, rgba(128,223,255,.10), transparent 67%), radial-gradient(360px 170px at 94% 0%, rgba(177,140,255,.085), transparent 70%), var(--p44-surface) !important",,,,,,blur(5px) saturate(170%) brightness(1.06) !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".glass::before,.panel::before,.card::before,.qPanel::before,.commandPanel::before,.timelineCard::before,.node::before,.metric::before,.picker::before,.dockBtn::before,.miniChartWrap::before,.signal::before,.prismo-response-card::before,.response-card::before,.output-card::before,.evidence-card::before,.status-card::before",navigation,conservar_con_cuidado,opacity:.50 !important,"linear-gradient(115deg, transparent 18%, rgba(255,255,255,.135) 31%, rgba(255,255,255,.025) 43%, transparent 56%), radial-gradient(200px 95px at var(--mx,50%) var(--my,50%), rgba(255,255,255,.09), transparent 56%) !important",,,,,.50 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".glass::after,.panel::after,.card::after,.qPanel::after,.commandPanel::after,.timelineCard::after,.node::after,.metric::after,.picker::after,.dockBtn::after,.miniChartWrap::after,.signal::after,.prismo-response-card::after,.response-card::after,.output-card::after,.evidence-card::after,.status-card::after",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Nested panels: menos marco adentro del marco */ .panel .panel,.panel .card,.panel .qPanel,.panel .metric,.panel .node,.panel .timelineCard,.card .card,.qPanel .card,.commandPanel .card,.prismo-response-card .card,.response-card .card",card,conservar,background activo; glass/backdrop-filter,"rgba(94,123,153,.085) !important",,,,,,blur(1.5px) saturate(145%) !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Inputs y areas de texto: más lectura, menos pozo negro */ textarea,input,select,.dockSearch,.search,.prompt,.editor,.composer,.commandInput",navigation,conservar_con_cuidado,background activo; glass/backdrop-filter,"linear-gradient(180deg, rgba(255,255,255,.105), rgba(255,255,255,.045)), rgba(87,113,143,.16) !important",,,,,,blur(2px) saturate(150%) !important,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"textarea::placeholder,input::placeholder",unknown,conservar,opacity:.92 !important,,,,,,.92 !important,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Neón importante, vivo pero no vulgar */ button:hover,.opButton:hover,.dockBtn:hover,.picker button:hover,.tab:hover,.navBtn:hover",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"button:focus-visible,.opButton:focus-visible,.dockBtn:focus-visible,a:focus-visible,textarea:focus-visible,input:focus-visible,select:focus-visible",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".active,.is-active,[aria-selected=""true""],[aria-current=""page""],[data-active=""true""],.tab.active,.navBtn.active,.selected",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".signal,.status,.pill,.tag,.chip,.badge,.dot,.liveDot,.statusDot",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".opIcon,.heroIcon,.nodeIcon,.icon,.qualitySealIcon",content-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* Estado semántico: verde/amber más presentes */ .ok,.success,[data-status=""ok""],[data-tone=""success""]",state,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".warn,.warning,[data-status=""warn""],[data-tone=""warning""]",state,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".danger,.error,[data-status=""error""],[data-tone=""danger""]",state,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,"/* PRISMO / salida conversacional */ .prismo-response-card,.response-card,.output-card,.message,.assistantMessage,.console-output",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".prismo-response-card p,.response-card p,.output-card p,.message p",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,/* Scrollbars discretos */ *::-webkit-scrollbar,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,*::-webkit-scrollbar-thumb,unknown,conservar,background activo,"rgba(135,190,222,.34)",,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".panel,.card,.qPanel,.commandPanel,.timelineCard,.node,.metric,.prismo-response-card,.response-card",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,".panel:hover,.card:hover,.qPanel:hover,.timelineCard:hover,.node:hover,.metric:hover,.prismo-response-card:hover,.response-card:hover",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_frost_tactical_v44_hotfix.css,body::after,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"/* PRISMA V40 UI/UX THEME HARDENING Purpose: fix default reactor copy, polish all themes, and add operator-grade affordances. */ :root",page-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,html,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,body,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""] .panel, body[data-v40-density=""compact""] .picker",panel,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-density=""compact""] .card, body[data-v40-density=""compact""] .metric, body[data-v40-density=""compact""] .signal",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,::selection,unknown,conservar,,"color-mix(in srgb,var(--accent) 35%,transparent)",,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,:focus-visible,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"button,select,a,[role=""button""]",unknown,conservar,,,,,,,,,var(--v40-touch)
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".panel,.card,.metric,.signal,.timelineCard,.opButton,.node,.themeSelect,.materialBadge,.qualitySealCard",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".panel:hover,.card:hover,.metric:hover,.signal:hover,.timelineCard:hover",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".card:hover,.metric:hover,.signal:hover,.opButton:hover,.node:hover",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".card:active,.metric:active,.signal:active,.opButton:active,.dockBtn:active",navigation,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".sectionTitle,.brandEyebrow,.opKey,.qualityKicker",content-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".sectionText,.labelText span,.note,.timelineCard p,.node small",content-surface,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.reactorValue b,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"#reactorState,#reactorSubline,#reactorLatencyMetric,#reactorRiskMetric,#queuePill,#queueDelta,#topology-cf-state",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"#reactorSubline[data-state=""pending""],#queuePill[data-state=""pending""],#queueDelta[data-state=""pending""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"#reactorSubline[data-state=""ok""],#queuePill[data-state=""ok""],#queueDelta[data-state=""ok""]",unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"#reactorSubline[data-state=""warn""],#queuePill[data-state=""warn""],#queueDelta[data-state=""warn""]",state,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"#reactorSubline[data-state=""error""]",state,conservar_con_cuidado,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,#reactorValue,unknown,conservar,isolation:isolate,,,,isolate,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,#reactorValue::after,unknown,conservar,position:absolute; z-index:-1; opacity:.85,"radial-gradient(circle,color-mix(in srgb,var(--accent) 16%,transparent),transparent 72%)",absolute,-1,,,.85,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.reactorVisual,unknown,conservar,isolation:isolate,,relative,,isolate,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.reactorVisual::after,unknown,conservar,position:absolute; opacity:.72,"linear-gradient(118deg,transparent 8%,rgba(255,255,255,.18) 22%,rgba(255,255,255,.035) 34%,transparent 52%)",absolute,,,,.72,,46%
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.orb,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".signalTop small,.kpi span,.nodeMeta span,.chip,.tag,.pill",card,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.bar,unknown,conservar,overflow:hidden,,relative,,,hidden,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.bar::after,unknown,conservar,position:absolute; opacity:.72,"linear-gradient(90deg,transparent,rgba(255,255,255,.22),transparent)",absolute,,,,.72,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,to,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,"body[data-v40-reduced=""1""] .bar::after",unknown,conservar,opacity:.24,,,,,,.24,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.opButton,unknown,conservar,overflow:hidden,,relative,,,hidden,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.opButton::after,unknown,conservar,position:absolute; opacity:0,"linear-gradient(110deg,transparent 20%,rgba(255,255,255,.20) 38%,transparent 56%)",absolute,,,,0,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.opButton:hover::after,unknown,conservar,opacity:.7,,,,,,.7,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.commandGrid,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.commandGrid .opButton small,unknown,conservar,,,,,,,,,2.8em
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.timeline .entry,unknown,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,".topologyMap,.reactorVisual,.supportChart,.miniChartWrap",panel,conservar,,,,,,,,,
pc,prisma-control-center/internal/web/prisma_v40_uiux.css,.v40SkipLink,unknown,conservar,background activo; position:fixed; z-index:1000,var(--text),fixed,1000,,,,,
